Date,Title,Amount,Type,Category,Payment Method,Reference,Note,Raw SMS
2026-06-23 16:04,ebl transaction,100.00,Expense,Mobile Recharge,Eastern Bank,,,AC 109***386 is debited with BDT 100 as EBL Skybanking Mobile Recharge on 23-JUN-26 04:04:17 PM Balance is BDT 2410.5 Thanks. EBL Helpline 16230
2026-06-15 12:15,ebl transaction,200.00,Expense,Mobile Recharge,Eastern Bank,,,AC 109***386 is debited with BDT 200 as EBL Skybanking Mobile Recharge on 15-JUN-26 12:15:01 PM Balance is BDT 4525.5 Thanks. EBL Helpline 16230
2026-06-15 00:18,ebl transaction,2000.00,Expense,Other,Eastern Bank,,,AC 109***386 is debited with BDT 2000 as EBL Skybanking MFS Transfer-Nagad on 15-JUN-26 12:18:24 AM Balance is BDT 4725.5 Thanks. EBL Helpline 16230
2026-06-14 04:38,Cash In (01747812798),16120.00,Income,Income,Nagad,75IGLLL5,Agent: 01747812798,"Cash In Received.
Amount: Tk 16120.00
Uddokta: 01747812798
TxnID: 75IGLLL5
Balance: 16142.51
14/06/2026 04:38"
2026-06-12 19:57,ebl transaction,3280.00,Income,Income,Eastern Bank,,,AC 109***386 is credited with BDT 3280 as AC TRANSFER THROUGH EBL CONNECT on 12-JUN-26 07:57:48 PM Balance is BDT 6725.5 Thanks. EBL Helpline 16230
2026-06-11 20:27,ebl transaction,300.00,Expense,Mobile Recharge,Eastern Bank,,,AC 109***386 is debited with BDT 300 as EBL Skybanking Mobile Recharge on 11-JUN-26 08:27:38 PM Balance is BDT 3445.5 Thanks. EBL Helpline 16230
2026-06-10 12:10,Received from 01403206154,900.00,Income,Income,bKash,DFA265Q794,,"You have received Tk 900.00 from 01403206154. Fee Tk 0.00. Balance Tk 1,045.75. TrxID DFA265Q794 at 10/06/2026 12:10"
2026-06-09 23:19,ebl transaction,2500.00,Transfer,Transfers,Eastern Bank,,,EBL CARDS: NPSB Fund Transfer BDT 2500 using Card 452017**1549 on 09-Jun-26 11:19:26 PM.Your A/C 109**0386 Balance BDT 3745.5. Thank You. EBL Helpline 16230
2026-06-09 19:57,ebl transaction,1000.00,Expense,Other,Eastern Bank,,,AC 109***386 is debited with BDT 1000 as EBL Skybanking MFS Transfer-bKash on 09-JUN-26 07:57:35 PM Balance is BDT 6245.5 Thanks. EBL Helpline 16230
2026-06-08 08:54,ebl transaction,6000.00,Expense,Other,Eastern Bank,,,AC 109***386 is debited with BDT 6000 as EBL Skybanking MFS Transfer-bKash on 08-JUN-26 08:54:03 AM Balance is BDT 7245.5 Thanks. EBL Helpline 16230
2026-06-07 21:32,ebl transaction,1020.00,Expense,Other,Eastern Bank,,,AC 109***386 is debited with BDT 1020 as EBL Skybanking MFS Transfer-bKash on 07-JUN-26 09:32:32 PM Balance is BDT 13245.5 Thanks. EBL Helpline 16230
2026-06-05 18:02,ebl transaction,3000.00,Transfer,Transfers,Eastern Bank,,,EBL CARDS: NPSB Fund Transfer BDT 3000 using Card 452017**1549 on 05-Jun-26 06:02:46 PM.Your A/C 109**0386 Balance BDT 14265.5. Thank You. EBL Helpline 16230
2026-06-05 17:37,SARA LIFESTYLE LTD-RM53786,1750.00,Expense,Other,bKash,DF520I9J2E,,"Payment of Tk 1,750.00 to SARA LIFESTYLE LTD-RM53786 is successful. Balance Tk 345.75. TrxID DF520I9J2E at 05/06/2026 17:37"
2026-06-04 13:54,ebl transaction,2000.00,Expense,Other,Eastern Bank,,,AC 109***386 is debited with BDT 2000 as EBL Account Transfer on 04-JUN-26 01:54:38 PM Balance is BDT 17265.5 Thanks. EBL Helpline 16230
2026-06-04 13:22,ebl transaction,19020.00,Income,Income,Eastern Bank,,,AC 109***386 is credited with BDT 19020 as AC TRANSFER THROUGH EBL CONNECT on 04-JUN-26 01:22:37 PM Balance is BDT 19265.5 Thanks. EBL Helpline 16230
2026-06-03 18:25,Received from iBanking of,2000.00,Income,Income,bKash,DF37VENQLH,,"You have received deposit from iBanking of Tk 2,000.00 from Eastern Bank PLC. Internet Banking. Fee Tk 0.00. Balance Tk 2,095.75. TrxID DF37VENQLH at 03/06/2026 18:25"
2026-05-21 00:12,ebl transaction,10000.00,Expense,Other,Eastern Bank,,,AC 109***386 is debited with BDT 10000 as EBL Skybanking MFS Transfer-bKash on 21-MAY-26 12:12:27 AM Balance is BDT 4760.5 Thanks. EBL Helpline 16230
2026-05-20 15:25,ebl transaction,10000.00,Income,Income,Eastern Bank,,,AC 109***386 is credited with BDT 10000 as AC TRANSFER THROUGH EBL CONNECT on 20-MAY-26 03:25:00 PM Balance is BDT 14760.5 Thanks. EBL Helpline 16230
2026-05-17 07:35,ebl transaction,2000.00,Expense,Other,Eastern Bank,,,AC 109***386 is debited with BDT 2000 as EBL Skybanking MFS Transfer-bKash on 17-MAY-26 07:34:48 AM Balance is BDT 4760.5 Thanks. EBL Helpline 16230
2026-05-15 22:04,ebl transaction,2313.00,Income,Income,Eastern Bank,,,AC 109***386 is credited with BDT 2313 as AC TRANSFER THROUGH EBL CONNECT on 15-MAY-26 10:04:44 PM Balance is BDT 6760.5 Thanks. EBL Helpline 16230
2026-05-12 12:48,Cash In (01334675820),1000.00,Income,Income,Nagad,75C9ZZ3W,Agent: 01334675820,"Cash In Received.
Amount: Tk 1000.00
Uddokta: 01334675820
TxnID: 75C9ZZ3W
Balance: 2242.51
12/05/2026 12:48"
2026-05-09 11:58,ebl transaction,5000.00,Expense,Other,Eastern Bank,,,AC 109***386 is debited with BDT 5000 as EBL Account Transfer on 09-MAY-26 11:58:06 AM Balance is BDT 4447.5 Thanks. EBL Helpline 16230
2026-05-06 19:29,ebl transaction,900.00,Expense,Other,Eastern Bank,,,AC 109***386 is debited with BDT 900 as EBL Account Transfer on 06-MAY-26 07:28:44 PM Balance is BDT 9447.5 Thanks. EBL Helpline 16230
2026-05-05 17:07,ebl transaction,8000.00,Expense,Other,Eastern Bank,,,AC 109***386 is debited with BDT 8000 as EBL Skybanking MFS Transfer-bKash on 05-MAY-26 05:06:43 PM Balance is BDT 10347.5 Thanks. EBL Helpline 16230
2026-05-05 13:27,ebl transaction,500.00,Expense,Other,Eastern Bank,,,AC 109***386 is debited with BDT 500 as EBL Skybanking MFS Transfer-bKash on 05-MAY-26 01:26:59 PM Balance is BDT 18347.5 Thanks. EBL Helpline 16230
2026-05-05 13:26,Received from iBanking of,500.00,Income,Income,bKash,DE59TLE0QJ,,You have received deposit from iBanking of Tk 500.00 from Eastern Bank PLC. Internet Banking. Fee Tk 0.00. Balance Tk 680.75. TrxID DE59TLE0QJ at 05/05/2026 13:26
2026-05-04 15:21,ebl transaction,172.50,Expense,Fees & Charges,Eastern Bank,,,AC 109***386 is debited with BDT 172.5 as Debit Card Issuance Fee on 04-MAY-26 03:21:15 PM Balance is BDT 18847.5 Thanks. EBL Helpline 16230
2026-05-03 08:59,Cash In (01743717167),3000.00,Income,Income,Nagad,75ANL1W9,Agent: 01743717167,"Cash In Received.
Amount: Tk 3000.00
Uddokta: 01743717167
TxnID: 75ANL1W9
Balance: 21917.51
03/05/2026 08:59"
2026-05-03 08:47,Cash In (01822969733),18000.00,Income,Income,Nagad,75ANJWD3,Agent: 01822969733,"Cash In Received.
Amount: Tk 18000.00
Uddokta: 01822969733
TxnID: 75ANJWD3
Balance: 18917.51
03/05/2026 08:47"
2026-05-02 17:22,ebl transaction,19020.00,Income,Income,Eastern Bank,,,AC 109***386 is credited with BDT 19020 as AC TRANSFER THROUGH EBL CONNECT on 02-MAY-26 05:22:03 PM Balance is BDT 19020 Thanks. EBL Helpline 16230
2026-05-01 09:10,01977255200,500.00,Expense,Cash Withdrawal,bKash,DE11ORMLRP,,"Cash Out Tk 500.00 to 01977255200 successful. Fee Tk 9.25. Balance Tk 2,590.75. TrxID DE11ORMLRP at 01/05/2026 09:10. Cash Out from 2 Priyo Agents at 1.49%"
2026-05-01 09:01,bkash transaction,200.00,Expense,Mobile Recharge,bKash,DE12OREZRU,,"Received Recharge request of Tk 200.00 for 01311604677. Fee Tk 0.00. Balance Tk 3,100.00. TrxID DE12OREZRU at 01/05/2026 09:00. Wait for confirmation."
2026-04-22 00:45,Received from 01403206154,2000.00,Income,Income,Nagad,758YZ67N,Sender: 01403206154,"Money Received.
Amount: Tk 2000.00
Sender: 01403206154
Ref: N/A
TxnID: 758YZ67N
Balance: Tk 2022.51
22/04/2026 00:45"
2026-04-21 22:14,Received from 01782779483,200.00,Income,Income,bKash,DDL5EF19KL,,"You have received Tk 200.00 from 01782779483. Fee Tk 0.00. Balance Tk 5,910.00. TrxID DDL5EF19KL at 21/04/2026 22:14"
2026-04-19 19:56,Cash In (01940498840),1000.00,Income,Income,Nagad,758M05ZN,Agent: 01940498840,"Cash In Received.
Amount: Tk 1000.00
Uddokta: 01940498840
TxnID: 758M05ZN
Balance: 1027.51
19/04/2026 19:56"
2026-04-17 05:12,Cash In (01940498840),2000.00,Income,Income,Nagad,7587YKXU,Agent: 01940498840,"Cash In Received.
Amount: Tk 2000.00
Uddokta: 01940498840
TxnID: 7587YKXU
Balance: 2032.51
17/04/2026 05:12"
2026-04-16 15:50,Received from 01403206154,1200.00,Income,Income,bKash,DDG58C8Y99,,"You have received Tk 1,200.00 from 01403206154. Fee Tk 0.00. Balance Tk 5,780.00. TrxID DDG58C8Y99 at 16/04/2026 15:50"
2026-04-15 13:57,Cash In (01600199404),5100.00,Income,Income,Nagad,757Y85TN,Agent: 01600199404,"Cash In Received.
Amount: Tk 5100.00
Uddokta: 01600199404
TxnID: 757Y85TN
Balance: 5132.51
15/04/2026 13:57"
2026-04-15 13:00,Cash In (01332655220),4000.00,Income,Income,bKash,DDF97383RB,,"Cash In Tk 4,000.00 from 01332655220 successful. Fee Tk 0.00. Balance Tk 4,580.00. TrxID DDF97383RB at 15/04/2026 13:00. Download App: https://bKa.sh/8app"
2026-04-12 20:04,bkash transaction,100.00,Expense,Mobile Recharge,bKash,DDC246TN6O,,Received Recharge request of Tk 100.00 for 01813923091. Fee Tk 0.00. Balance Tk 580.00. TrxID DDC246TN6O at 12/04/2026 20:03. Wait for confirmation.
2026-04-12 19:57,bkash transaction,10.00,Income,Cashback,bKash,DDC146GQYF,,Your Cashback Tk 10.00 is rolled back. Balance is Tk 680.00. TrxID DDC146GQYF at 12/04/2026 19:57
2026-04-10 23:00,OPTIMUM SOLUTION AND SERVICES LTD-RM52936,385.00,Expense,Other,bKash,DDA12554OV,,Payment of Tk 385.00 to OPTIMUM SOLUTION AND SERVICES LTD-RM52936 is successful. Balance Tk 680.00. TrxID DDA12554OV at 10/04/2026 23:00
2026-04-10 09:24,Cash In (01910651815),9000.00,Income,Income,Nagad,7573KK8J,Agent: 01910651815,"Cash In Received.
Amount: Tk 9000.00
Uddokta: 01910651815
TxnID: 7573KK8J
Balance: 9032.51
10/04/2026 09:24"
2026-04-09 12:24,Cash In (01816956619),1000.00,Income,Income,bKash,DD9107HL2T,,"Cash In Tk 1,000.00 from 01816956619 successful. Fee Tk 0.00. Balance Tk 1,065.00. TrxID DD9107HL2T at 09/04/2026 12:24. Download App: https://bKa.sh/8app"
2026-04-08 11:21,Robi,20.00,Expense,Mobile Recharge,Nagad,756S0UX0,Mobile: 01834671033,"Mobile Recharge Request Received.
Amount: Tk 20.00
Mobile:01834671033
TxnID: 756S0UX0
Balance: Tk 32.51
08/04/2026 11:20"
2026-04-02 10:25,bkash transaction,50.00,Expense,Mobile Recharge,bKash,DD27PDOZDH,,Received Recharge request of Tk 50.00 for 01311604677. Fee Tk 0.00. Balance Tk 65.00. TrxID DD27PDOZDH at 02/04/2026 10:25. Wait for confirmation.
2026-04-02 10:19,01407757599,2000.00,Expense,Cash Withdrawal,bKash,DD24PDGW8U,,"Cash Out Tk 2,000.00 to 01407757599 successful. Fee Tk 37.00. Balance Tk 115.00. TrxID DD24PDGW8U at 02/04/2026 10:19. Cash Out from 2 Priyo Agents at 1.49%"
2026-03-29 09:36,Cash In (01328020621),8000.00,Income,Income,Nagad,75567AJD,Agent: 01328020621,"Cash In Received.
Amount: Tk 8000.00
Uddokta: 01328020621
TxnID: 75567AJD
Balance: 9224.01
29/03/2026 09:36"
2026-03-29 02:27,Cash In (01341562436),4000.00,Income,Income,Nagad,7555M9JU,Agent: 01341562436,"Cash In Received.
Amount: Tk 4000.00
Uddokta: 01341562436
TxnID: 7555M9JU
Balance: 5229.01
29/03/2026 02:27"
2026-03-28 20:31,Send Money to 01837834083,4000.00,Expense,Transfers,Nagad,7553YYH9,Receiver: 01837834083 | Memo: 1234,"Send Money Successful.
Amount: Tk 4000.00
Receiver: 01837834083
Ref: 1234
TxnID: 7553YYH9
Fee: Tk 5.00
Balance: Tk 1229.01
28/03/2026 20:31"
2026-03-28 20:26,Cash In (01337336085),4000.00,Income,Income,Nagad,7553XL1W,Agent: 01337336085,"Cash In Received.
Amount: Tk 4000.00
Uddokta: 01337336085
TxnID: 7553XL1W
Balance: 5234.01
28/03/2026 20:25"
2026-03-27 11:53,Received from 01983699939,600.00,Income,Income,bKash,DCR9ITG6H3,,"You have received Tk 600.00 from 01983699939. Fee Tk 0.00. Balance Tk 2,152.00. TrxID DCR9ITG6H3 at 27/03/2026 11:53"
2026-03-25 14:23,Received from 01403206154,1000.00,Income,Income,bKash,DCP9GYE26H,,"You have received Tk 1,000.00 from 01403206154. Fee Tk 0.00. Balance Tk 1,752.00. TrxID DCP9GYE26H at 25/03/2026 14:23"
